,P_2,D_39,B_1,B_2,R_1,S_3,D_41,B_3,D_42,D_43,D_44,B_4,D_45,B_5,R_2,D_46,D_47,D_48,D_49,B_6,B_7,B_8,D_50,D_51,B_9,R_3,D_52,P_3,B_10,D_53,S_5,B_11,S_6,D_54,R_4,S_7,B_12,S_8,D_55,D_56,B_13,R_5,D_58,S_9,B_14,D_59,D_60,D_61,B_15,S_11,D_62,D_63,D_64,D_65,B_16,B_17,B_18,B_19,D_66,B_20,D_68,S_12,R_6,S_13,B_21,D_69,B_22,D_70,D_71,D_72,S_15,B_23,D_73,P_4,D_74,D_75,D_76,B_24,R_7,D_77,B_25,B_26,D_78,D_79,R_8,R_9,S_16,D_80,R_10,R_11,B_27,D_81,D_82,S_17,R_12,B_28,R_13,D_83,R_14,R_15,D_84,R_16,B_29,B_30,S_18,D_86,D_87,R_17,R_18,D_88,B_31,S_19,R_19,B_32,S_20,R_20,R_21,B_33,D_89,R_22,R_23,D_91,D_92,D_93,D_94,R_24,R_25,D_96,S_22,S_23,S_24,S_25,S_26,D_102,D_103,D_104,D_105,D_106,D_107,B_36,B_37,R_26,R_27,B_38,D_108,D_109,D_110,D_111,B_39,D_112,B_40,S_27,D_113,D_114,D_115,D_116,D_117,D_118,D_119,D_120,D_121,D_122,D_123,D_124,D_125,D_126,D_127,D_128,D_129,B_41,B_42,D_130,D_131,D_132,D_133,R_28,D_134,D_135,D_136,D_137,D_138,D_139,D_140,D_141,D_142,D_143,D_144,D_145,default
D_68,0.314763818,0.033310191,-0.077000854,0.087967724,-0.10278589,-0.192643635,0.010492176,0.030853055,-0.100561361,-0.215298363,-0.056658257,0.03946822,0.406507079,0.051827208,-0.04026698,-0.088281161,0.470726173,-0.180764345,0.038210159,-0.010248614,-0.060692946,-0.445116116,0.023930071,0.222887968,-0.162564549,-0.317761272,0.164564996,0.126014133,-0.01106518,-0.006714408,0.01550051,-0.05926333,-0.140355183,-0.010107509,-0.030360613,-0.250517701,0.022210075,0.032333618,0.049134685,0.057324958,0.019158872,-0.019343764,0.017410752,-0.01364656,0.049282661,-0.223885187,-0.087265557,-0.136925062,0.049766463,0.004902141,0.206928959,-0.019912656,0.174294556,-0.024511411,0.0804271,-0.118265697,0.04605191,-0.009823426,-0.015132006,0.073491337,1,-0.082230015,-0.002724819,-0.018917621,-0.063517278,0.000416437,0.011069081,-0.026303003,0.070148315,-0.024108688,-0.092659395,-0.036920557,0.042439501,-0.577271833,-0.005489955,-0.003517688,0.026996273,-0.03666799,0.0106179,0.26236106,0.011938713,0.005554698,-0.054422594,-0.06446446,-0.019656203,0.041924182,-0.03518591,0.047701616,-0.073487776,-0.14238119,-0.003858204,0.002857608,-0.002009454,-0.022413169,0.029816063,0.096112302,-0.01460297,-0.031489212,0.007398276,-0.107300552,-0.021684845,-0.171583031,-0.013854874,-0.038258037,0.046393874,0.045512872,,-0.013395558,0.001592578,-0.143847503,0.04927877,-0.020554057,0.050416565,0.03272242,-0.071292471,-0.019521471,-0.084214304,0.06710716,-0.011995858,-0.009756314,0.000114283,0.069119929,0.088405602,0.066976332,0.063190398,-0.030391542,-0.042427049,0.047954726,-0.081580053,-0.01316727,-0.079014774,0.076372315,0.024220081,0.051980954,-0.066622315,-0.065185875,0.115087789,0.007825762,-0.047120208,-0.003869135,-0.076922065,-0.020241815,0.178941297,0.031016587,-0.076300809,0.017772469,0.00317233,0.075601502,0.004413461,-0.042420558,-0.000139718,-0.199757963,-0.611302577,0.564991583,0.573955125,0.675777756,0.306173942,0.543425974,0.540769749,0.207894703,0.505586036,0.4258852,-0.244829343,-0.007836516,-0.36272699,0.45674947,0.13363925,0.251476102,0.19720369,-0.036666724,0.092515818,-0.04405863,-0.071868564,0.129679665,-0.013936558,-0.051076221,-0.033624362,-0.079902379,-0.114973056,-0.023247893,0.08079065,-0.1334623,-0.072192652,-0.128996741,0.130925478,-0.133442094,-0.009574601,-0.11854531,-0.208982542
S_12,-0.01506655,0.117726161,0.001282167,0.068589615,0.011714945,0.02693802,0.012382213,-0.043681874,0.011240902,0.031274012,-0.024680672,0.006861173,-0.021878877,0.130484578,-0.023561906,0.020419161,-0.053799492,-0.001816503,0.045787735,0.012583755,-0.070595937,0.032709982,0.028767797,0.109571396,0.024536582,0.0351938,0.038220918,0.009201076,0.027144055,-0.021292505,0.112575884,0.004157045,-0.184387812,-0.009364507,-0.025386345,0.087303674,0.067543816,0.269357677,-0.013544117,0.081830446,0.123717932,-0.019675858,-0.053454577,-0.021949809,0.143552185,0.001436873,0.196838664,-0.005475286,0.111120735,0.176183709,0.031717629,-0.005627595,-0.017144009,0.016751875,-0.009041077,-0.035736666,0.010486824,-0.075812454,0.035289233,-0.033065036,-0.082230015,1,-0.025383139,0.359014721,0.014335552,0.004804585,-0.017118542,-0.038067756,0.04354108,-0.014168862,-0.158815367,-0.065677032,0.083671375,0.03438814,-0.054799167,-0.047665481,0.043395472,0.050800065,2.73E-05,0.026194044,0.105788051,0.041119786,-0.003989701,-0.002724298,-0.01982488,-0.023051403,0.026588863,0.035833635,-0.001948017,0.000301153,0.003833887,-0.015162561,0.090147859,0.102263836,-0.057241241,0.080596054,-0.015355453,0.010499113,-0.000961343,0.013051883,-0.019597165,0.021806379,0.021929479,-0.069963668,0.094122974,0.081563433,,-0.012480267,-0.001739951,-0.202455939,-0.028486334,0.006476465,0.01985074,-0.075363266,0.011416969,-0.013898155,0.015406722,-0.008295722,-0.016295676,-0.006402237,0.006790241,0.115089237,0.157230086,-0.010978393,0.027633635,-0.020120858,0.037792173,0.125360655,0.163771668,0.011573121,0.170698215,0.029290897,0.097875995,-0.001056191,-0.000924322,-0.001235017,-0.017575399,0.014151583,0.006022822,0.025046633,0.0008734,-0.008786049,-0.001181786,-0.013054706,0.044005834,0.000667483,-0.052475672,-0.033666771,0.042778799,-0.038590748,-0.001950435,0.123753355,0.060247538,-0.048729966,-0.067184294,-0.061897727,0.000606436,-0.068769217,-0.06877899,-0.02203214,-0.072562958,-0.026739286,0.033134706,0.019693388,0.044738725,-0.043765248,0.085410061,-0.013617929,-0.004259852,0.036715334,-0.001937009,-0.013983132,-0.008090349,-0.015145116,-0.012533329,-0.003306733,-0.061340552,-0.007267018,0.020568392,-0.002127144,0.01070621,0.012237584,-0.004779052,0.012305269,0.00261513,0.012225564,0.009148892,0.009363786,0.018625367
R_6,-0.243913029,0.13864607,0.108202562,-0.148409052,0.397031762,0.060001481,0.175547362,0.129552038,0.060352187,0.066896936,0.162281257,0.117055086,-0.044577618,-0.026831631,0.504617396,-0.008249145,-0.027475454,0.183460476,0.006135495,-0.016693667,0.181050115,0.048285609,-0.02713457,-0.071998016,0.149178331,0.060770655,-0.044992397,-0.226378856,-0.01170528,0.447060588,-0.012769097,0.100029783,-0.007857823,-0.117901537,0.508920353,0.05167182,-0.012385216,-0.067890218,0.15111135,-0.02994698,-0.018660822,0.454097918,0.148547444,0.006237918,-0.001762705,0.045153237,-0.054930441,0.151540279,-0.015427248,-0.033027607,-0.089827881,0.007811866,0.002936332,0.041122924,0.119141114,0.09901803,-0.141382792,0.118633339,-0.003827532,0.123900205,-0.002724819,-0.025383139,1,-0.07456351,0.024762361,0.004097802,0.089821603,0.105268335,-0.02072335,0.30796118,0.064594874,0.180832402,-0.005988963,0.020910575,0.144177605,0.148016436,-0.042241855,0.059928657,0.624041328,-0.089542188,0.0285723,0.000143233,0.216332417,0.063188414,0.416121445,0.042071332,0.013287081,0.016847244,0.190577595,0.00265934,0.000779337,0.36868575,-0.023381988,-0.004838174,-0.068243026,0.08743354,0.365553779,0.04836854,0.404923952,0.207295768,0.451183254,0.043295515,-0.004475228,0.111005134,-0.014374207,-0.021905806,,0.336887768,0.013008706,0.146931687,-0.063189546,0.003358451,0.044043425,0.065278326,0.033398842,0.347666066,0.039584754,-0.134716237,0.396111073,0.100846742,-0.001073056,-0.032299292,-0.043698266,-0.008565515,-0.017479644,0.393769898,0.058926086,-0.024597312,0.024040194,0.050115176,0.022008321,-0.145469606,-0.016803519,0.028107477,0.051367669,0.051575062,0.027401107,-0.003106234,0.055806679,-0.007244856,0.109138255,0.071508522,-0.072535745,0.133852553,-0.001724746,-0.003071077,0.020721513,0.039982376,-0.020918608,-0.129668315,0.008882796,-0.050455801,0.010002755,0.025419652,-0.024412076,0.007009866,-0.016351557,-0.017705741,-0.017606355,0.046163406,0.001800745,-0.00138773,0.006459709,0.04229414,0.008064476,0.01793945,-0.04521433,0.051676833,0.063441732,0.041858043,-0.014880863,0.065460793,0.063557241,0.021888364,0.049207124,-0.000824063,-0.015779894,-0.008642958,-0.022778374,0.003906135,0.014667868,0.047773348,0.03371662,0.047579606,0.020886697,0.047797435,0.004600495,0.043546194,0.179160397
S_13,0.124037313,0.292761899,-0.052099662,0.211276473,-0.075657021,-0.220988419,0.024606784,-0.129703235,-0.10443116,-0.049478564,-0.132226988,-0.038551985,0.135193046,0.3532996,-0.101194307,-0.011664187,0.074850709,-0.120630013,0.152011232,0.022429382,-0.227238318,-0.102107047,0.094067036,0.415399841,-0.059134461,-0.032639645,0.162309865,0.074084495,0.048793688,-0.091367043,0.250111773,-0.037175575,-0.483202659,-0.000946515,-0.102459558,-0.12023481,0.165358677,0.758320035,-0.101789604,0.274470423,0.265792089,-0.076004913,-0.167921833,-0.008820443,0.350568229,-0.127269401,0.507462696,-0.113814737,0.280836653,0.58303471,0.188581778,-0.077251326,-0.030440581,0.026867152,-0.043332449,-0.143645085,0.071132148,-0.217604015,0.070065739,-0.086125978,-0.018917621,0.359014721,-0.07456351,1,-0.004711647,0.012340082,-0.059114882,-0.122028654,0.185954203,-0.062043404,-0.492702119,-0.208126542,0.310957167,-0.040846635,-0.167100932,-0.152381993,0.139986621,0.057744229,-0.00425595,0.19521486,0.237875845,0.087341431,-0.096426522,-0.037979281,-0.075716175,-0.055585997,0.024507975,0.063490942,-0.097654657,-0.060354713,0.010307322,-0.06324067,0.247600852,0.084041856,-0.076986219,0.186906689,-0.058990992,0.01167121,-0.000570497,-0.049196686,-0.076349398,-0.034138464,0.052690144,-0.19919411,0.220120042,0.272863966,,-0.049946927,-0.003378863,-0.56848342,-0.01942646,0.009368346,0.059809023,-0.174830003,-0.009829058,-0.056932638,-0.013151433,0.02161028,-0.062442659,-0.043717513,0.017597498,0.332356433,0.50099814,-0.008217391,0.144480122,-0.077500088,0.039544948,0.384107609,0.356534614,-0.00217627,0.373455156,0.117026252,0.243948545,0.045491735,0.023253676,0.022741143,-0.010194092,0.04674546,0.040462482,0.040850794,-0.051949999,-0.040437829,0.064697897,-0.057836331,0.023468374,0.014367071,-0.044109211,-0.069532038,0.003803388,-0.093877605,-0.007841404,0.288632691,0.030293188,0.042790985,-0.041866845,-0.018229942,0.101186551,-0.045201175,-0.045776939,-0.04499462,0.017365045,0.045832288,0.018849602,0.100331882,0.025687976,0.008703389,0.369796275,0.099256793,0.085450761,0.033857789,0.095210972,-0.057206428,-0.048964081,0.003876655,-0.041661115,-1.00E-04,-0.209794723,-0.026597987,0.007601245,-0.008195544,0.02936615,-0.01361091,-0.039911996,-0.011876075,0.061714877,-0.013720451,0.021092951,-0.019655932,-0.12095837
B_21,-0.080971315,0.034342479,0.120033218,-0.089936765,0.254289811,0.209918344,0.022377437,0.054763698,0.030602971,0.055202192,0.046317012,0.039042792,-0.063905474,-0.017117255,0.038362407,0.055886622,-0.050186656,0.078214603,-0.005552084,-0.00783223,0.076677002,0.075772906,-0.012051762,-0.044614984,0.084069099,0.066540747,-0.040077375,-0.106278675,-0.005881215,0.02823004,0.021514514,0.113608653,0.000256663,-0.005961306,0.041408471,0.189588034,-0.008207408,-0.026716996,0.024744392,-0.029652808,-0.005931791,0.027511161,0.033615423,0.008443509,0.005430791,0.034270661,0.019872083,0.059481077,-0.013554006,-0.025781333,-0.056458144,0.014972152,-0.017924086,0.008436012,0.025935152,0.071998786,-0.0701381,0.068056819,-0.016957083,0.023845156,-0.063517278,0.014335552,0.024762361,-0.004711647,1,0.000404572,0.063553804,0.035717343,-0.017451808,0.008797206,0.063959781,0.069455697,-0.018701435,0.107877264,0.029260157,0.037623625,-0.021148227,0.032119165,0.012052371,-0.066475455,0.041678664,-0.003072237,0.042598429,0.03961823,0.03273758,-0.016744798,0.691762597,0.001985024,0.058938206,0.046003982,0.00228667,0.009422083,-0.022261233,0.005145878,-0.01944947,0.008175043,0.018960431,0.008365087,0.002021192,0.072470253,0.019826583,0.052406134,-0.001699496,0.089095719,-0.010480477,-0.015182912,,0.010823771,0.001142372,0.097050205,-0.029790784,0.191134836,0.001948474,-0.0035655,0.538342369,0.013378085,0.585727578,-0.078310334,0.017035853,0.001185053,0.000492802,-0.025717229,-0.028506207,-0.006658814,-0.013344077,0.017606175,0.031402342,-0.015313226,0.036828264,0.009034509,0.035692752,-0.041844794,-0.009792852,-0.007261374,0.009616578,0.009490434,-0.007838269,-0.003274015,0.007473577,-0.002856961,0.120676861,0.034043754,-0.043607841,0.041362401,0.004454918,-0.003428044,-0.001603154,0.003657809,-0.016217751,-0.010239762,0.001604499,0.062164364,0.018462088,-0.063181064,-0.024951649,-0.074249042,-0.042210639,-0.023280667,-0.02294328,-0.00224155,-0.017807157,-0.030968761,0.011105341,0.007869196,0.014501172,-0.040320336,-0.032469325,-0.036011589,-0.026077084,0.026079608,-0.021354884,0.033854554,0.039442377,-0.027673758,0.018109803,0.031339654,0.095948926,-0.001039107,-0.019539819,0.028010825,0.032749457,0.000630216,0.011525926,0.000361639,-0.014614278,0.000651367,-0.008042198,0.001221094,0.120469945
D_69,-0.014006742,0.011563783,0.000441253,-0.003328729,0.008703337,-0.000681614,0.020125795,0.00238129,1.33E-05,0.00644645,0.013265698,0.002106665,0.006342498,0.010935816,0.008172278,0.003239684,0.007027083,0.018670953,0.025481053,-0.000399702,1.97E-05,-0.002430316,0.008381055,0.000189402,0.003096972,0.005109005,0.009515122,0.000237526,-0.000115251,0.008675129,0.009242325,0.000786834,-0.004659839,-0.013185996,0.004958902,0.000732798,0.009473132,0.005893586,0.005559476,0.013346519,0.010945983,0.002781705,0.002371597,0.002516721,0.020219825,-0.00210491,0.005550291,0.016646281,0.020650519,0.012033167,-0.006460639,-0.002417602,0.002601311,0.009540057,0.002920235,0.007969903,-0.006541834,-0.001279531,-0.002663863,0.003471168,0.000416437,0.004804585,0.004097802,0.012340082,0.000404572,1,0.002846204,0.001328661,0.002695344,0.009527656,-0.003537739,0.000536842,0.063247402,3.31E-05,0.001817811,0.002446682,-0.007690638,0.006750744,0.011648543,-0.005921576,0.004276891,0.046135428,0.011851628,-0.001204822,0.003710839,0.02712597,0.001423198,0.002834607,0.004799274,0.00131266,0.008805949,0.004140725,0.003142373,0.000509063,-0.008663615,0.015674207,0.001872327,0.070210491,0.013261771,0.001391455,0.003320598,0.003503509,0.000376952,-0.000674384,0.019029632,0.001895633,,0.001351734,0.006311086,-0.036653321,-0.003469135,0.000399419,0.006140911,-0.000745856,0.000625696,0.002377855,0.001580958,-0.00617973,0.00221881,0.014320313,0.000117227,0.004366681,0.000431927,-0.000265561,0.002274925,0.004229138,0.004080604,0.013504438,0.004069272,0.005946912,0.004203459,-0.001909923,0.016140141,0.000765573,0.000365383,0.000358765,0.004181654,0.001440325,0.004873671,0.001248296,0.000433256,0.002044527,-0.002765232,0.002538625,0.005322891,0.001974909,0.013795579,-0.004932272,0.012836938,-0.013603525,0.000243401,0.000108843,0.000903329,0.003024263,-0.000372422,-0.000497231,-0.003071895,0.003295396,0.003240686,0.000683218,0.008535083,0.001609921,-3.60E-06,0.013651738,-0.000340174,0.004027794,0.001416675,0.002823603,-0.000770961,0.003658081,0.001033848,-0.00135455,-0.001391158,-0.005150335,-0.001392207,-0.000334582,-0.033621496,-0.003723504,-0.005871471,-0.000756642,0.014528903,-0.00246812,-0.001314145,-0.002364496,0.010424532,-0.002497269,-0.000660863,-0.002105707,0.00599162
B_22,-0.417811289,0.268495637,0.703267154,-0.738780159,0.338328432,0.175486324,0.176448387,0.83005015,0.033018399,0.118023839,0.466459847,0.575890748,-0.030457723,-0.055837406,0.171786806,0.165564711,-0.080081055,0.507647469,0.017969399,-0.069844044,0.596710353,0.07161146,-0.064702232,-0.196724772,0.567666364,0.074756711,-0.136789019,-0.200394587,-0.047082122,0.120355031,0.129560783,0.695942255,-0.192930674,-0.037875179,0.166331816,0.164846523,-0.019789806,-0.070854111,0.529206104,-0.108417605,-0.022372668,0.114984647,0.507324605,0.044450059,0.289166741,0.06206035,0.004840497,0.456006058,0.114323622,-0.034810737,-0.306779239,0.144508985,0.121729691,0.018582514,0.697628221,0.51353479,-0.676265787,0.769190935,-0.01108981,0.749523795,0.011069081,-0.017118542,0.089821603,-0.059114882,0.063553804,0.002846204,1,0.299395278,-0.094085282,0.091635347,0.094231355,0.607023493,0.008528211,-0.030715457,0.445843049,0.530940728,-0.147907766,0.064540929,0.076010525,-0.265175912,0.445700801,0.007144723,0.24756868,0.16143597,0.126763868,-0.010881766,0.055757439,0.07475951,0.271150787,0.043268757,0.000612869,0.108532593,0.073066914,0.038385755,-0.089388254,0.450402038,0.07910101,0.03292267,0.028255291,0.11131225,0.114307541,0.074766253,0.039261487,0.81221758,0.009603449,-0.033129945,,0.067070137,-0.001657377,-0.031026682,-0.043845094,0.007862429,0.314347944,0.28000037,0.098882934,0.07627616,0.111608475,-0.693991401,0.09129361,0.082671817,0.025685909,-0.096552348,-0.167594269,-0.013267608,-0.077675865,0.098287388,0.056933379,-0.041505906,0.161744741,0.106698323,0.163258319,-0.300634594,-0.02876095,0.067261716,0.105427802,0.105777835,0.048127406,-0.000133055,0.102934542,0.008973145,0.706484467,0.026050129,-0.105483662,0.665539867,0.027856083,-0.015014923,0.014961212,0.064605188,-0.008600124,-0.163201331,0.021104383,-0.011221492,0.051901839,-0.018163417,-0.065056674,0.084975745,-0.032538217,-0.061905885,-0.06125579,0.094595442,-0.0399448,-0.054747557,0.023404589,0.052104531,0.024677492,0.037582929,-0.182654278,-0.040539982,-0.005496526,0.045444163,-0.106623338,0.165762633,0.170991486,0.049205556,0.141698126,0.032908023,0.184285433,-0.024769435,0.018348309,-0.035066129,-0.038570992,0.118910757,0.078361925,0.118203861,0.015383664,0.118947221,0.038824434,0.092621836,0.417394943
D_70,-0.383656974,0.138276917,0.231840249,-0.384415837,0.322727227,0.161894942,0.09294627,0.301982363,0.153118695,0.210891756,0.558883652,0.477700289,-0.149638889,-0.064945638,0.208766506,0.26495325,-0.101762504,0.403252116,-0.013037318,-0.060975855,0.354865842,0.182577472,-0.061583022,-0.178639316,0.302879805,0.175308788,-0.149258809,-0.228654702,-0.043318902,0.212454518,0.01350179,0.215805312,-0.06286826,-0.043690063,0.224860701,0.150832821,-0.026679335,-0.131251871,0.421616749,-0.117628792,-0.037559,0.251387791,0.724454292,0.032677369,0.032890945,0.144271694,-0.298177763,0.407526534,-0.009656153,-0.077748734,-0.25914359,0.042523514,0.073473304,0.003930498,0.335716558,0.260409808,-0.486661906,0.271426401,-0.036973747,0.319548851,-0.026303003,-0.038067756,0.105268335,-0.122028654,0.035717343,0.001328661,0.299395278,1,-0.068153591,0.120765402,0.146936977,0.366183995,-0.077200325,0.065891922,0.742494269,0.734064417,-0.138269725,0.039300204,0.066992007,-0.252486298,0.098834769,0.000253636,0.298113321,0.2179042,0.250055609,-0.031514422,0.03010512,0.227971226,0.352737398,0.13541657,0.00146663,0.155119665,0.0079514,0.00797818,-0.05162051,0.347354738,0.195329553,0.035800599,0.020997113,0.108413466,0.221115706,0.14633851,0.043372538,0.302097966,-0.017350801,-0.049378764,,0.162015648,0.004709096,0.034261007,-0.033588281,0.006487796,0.139977843,0.105447886,0.065925149,0.163025906,0.080873097,-0.376225233,0.192706964,0.042280101,0.013041299,-0.097305491,-0.136033607,-0.016394644,-0.062129763,0.141237684,0.035191212,-0.053976544,0.076079869,0.055202573,0.076189332,-0.193584546,-0.037494003,0.087069777,0.150737673,0.150728181,0.041764526,-0.002034817,0.156696058,0.020529175,0.230890321,0.078050109,-0.177320547,0.296778081,0.000427981,-0.015246525,0.054604202,0.057389932,-0.033385812,-0.098245935,0.008821502,-0.058216141,0.041103204,-0.047491994,-0.062226164,0.00571952,-0.067102134,-0.05288836,-0.051186423,0.093678601,-0.012071988,-0.046219035,0.011802225,0.096999057,0.008190439,0.031816373,-0.164656434,-0.04161062,-0.001737214,0.026267813,-0.098589867,0.209563766,0.225594493,0.021135015,0.188133625,0.009124071,-0.035929802,-0.006237739,0.09231157,-0.025139598,-0.077602585,0.096401831,0.076269263,0.095462304,0.006331497,0.096470308,0.018735781,0.07673641,0.347275004
D_71,0.108674838,0.021622855,-0.098881095,0.152778894,-0.065573943,-0.085734138,-0.009205121,-0.100092727,-0.023938387,-0.040406234,-0.080941518,-0.083337241,0.173341172,0.112742068,-0.039029809,-0.03009968,0.123736407,-0.110813002,0.056204155,0.028731505,-0.120655097,-0.1301128,0.05940053,0.199082951,-0.124598345,-0.053430326,0.1195909,0.039154644,0.0258028,-0.042100633,0.011785883,-0.093761412,-0.099657314,-0.012307042,-0.037891911,-0.079591854,0.068502807,0.150182457,-0.083554993,0.13549609,0.105212002,-0.02754624,-0.104982696,-0.005255755,0.022331432,-0.08679308,0.080240654,-0.107703117,0.061025977,0.189899984,0.183488029,-0.100263959,0.004221305,0.0011386,-0.108774635,-0.166747828,0.134198183,-0.097912552,-0.007623098,-0.104146071,0.070148315,0.04354108,-0.02072335,0.185954203,-0.017451808,0.002695344,-0.094085282,-0.068153591,1,-0.02323578,-0.121829923,-0.114877683,0.120509652,-0.088855723,-0.092927164,-0.102715202,0.121507858,-0.00483573,-0.006919211,0.181043548,-0.076351802,0.021533699,-0.044126636,-0.045211445,-0.028856815,0.009179793,-0.011055091,0.010108647,-0.052064496,-0.043803135,-0.001262907,-0.020879712,0.063700923,-0.000857789,0.00027841,-0.013164699,-0.019952196,-0.002616867,-0.002812223,-0.032821094,-0.027298959,-0.038086067,-0.023522994,-0.101009029,0.08926792,0.097738907,,-0.017216796,-0.000680657,-0.157069416,0.007738661,-0.003435649,-0.023757988,-0.037595356,-0.025490222,-0.019870355,-0.030363967,0.114551384,-0.021419678,-0.014800565,6.41E-05,0.169269461,0.17751644,0.010035646,0.66241235,-0.026545619,-0.007145467,0.138173676,0.034831834,-0.011466383,0.042745927,0.048571046,0.09138373,-0.006521283,-0.034424338,-0.034491608,-0.003287749,0.020130893,-0.025117914,-0.010753,-0.098306985,-0.024866936,0.041846078,-0.07707142,0.030464295,0.032152485,0.013100604,-0.044653343,0.027622319,-0.036691575,-0.003858111,-0.005082406,-0.035155807,0.075003495,0.044176175,0.059265344,0.065766583,0.044409581,0.043214506,-0.007337109,0.074732652,0.044392469,-0.017786634,0.035250272,-0.020012004,0.043341594,0.229669904,0.049962523,0.024049456,-0.00066256,0.089906661,-0.055190903,-0.050982443,0.023346032,-0.035758983,-0.008605281,-0.087687945,-0.013415084,-0.016600549,-0.0038497,0.025284302,-0.053240884,-0.026864903,-0.052538007,0.027658463,-0.053252687,-0.019488189,-0.040210652,-0.094579023
D_72,-0.36393331,0.127795712,0.064855283,-0.153063325,0.416476794,0.096729796,0.185737704,0.123363574,0.131852191,0.086310706,0.158246284,0.143141198,-0.060933957,-0.028750757,0.546425889,-0.102098466,-0.052547571,0.241946823,-0.028212489,-0.020186775,0.203407084,0.070321925,-0.027587264,-0.09000112,0.171974343,0.06174757,-0.06696326,-0.189416059,-0.01297694,0.653322288,-0.007878654,0.054519636,-0.033677198,-0.152680165,0.438567604,0.093797688,-0.011263594,-0.073255769,0.18237354,-0.048337859,-0.018903774,0.413787016,0.184507063,0.000543665,-0.007030993,0.073415445,-0.062430953,0.207839416,-0.011402379,-0.032541829,-0.124996721,-0.001641738,0.053100746,0.052793252,0.139345289,0.109623779,-0.161527655,0.102056875,-0.003425005,0.145179978,-0.024108688,-0.014168862,0.30796118,-0.062043404,0.008797206,0.009527656,0.091635347,0.120765402,-0.02323578,1,0.087319394,0.200529299,-0.049108885,0.014195086,0.193159022,0.195347374,-0.045683553,0.113363414,0.162535656,-0.124948338,0.007493928,0.004299091,0.243700348,0.052272829,0.29299196,0.307209433,0.006514187,-0.022695418,0.17554173,-0.007403562,-0.000841199,0.661888078,0.011127805,-2.77E-05,-0.117078207,0.077746043,0.325764497,0.0940711,0.160772518,0.149850735,0.686538,0.049241728,0.009604463,0.095807488,-0.015021555,-0.023521492,,0.45686083,0.062807191,0.134242121,-0.084138492,-0.000348509,0.028472545,0.070970592,0.025769151,0.661960143,0.030782295,-0.153420393,0.416156983,0.230380017,0.001553253,-0.038631782,-0.046045505,-0.009505803,-0.02103861,0.613374755,0.086066567,-0.026441675,0.042812113,0.070418699,0.039869624,-0.177330509,-0.017277822,0.020092244,0.039063346,0.039525793,0.036984669,-0.009907294,0.037054998,-0.008708604,0.065746126,0.121891644,-0.126811551,0.139328008,0.00201962,-0.006298743,-0.005204525,0.009426598,-0.019656266,-0.157939552,0.030516982,-0.048373,0.034663142,-0.030556836,-0.050715563,0.019196579,-0.044076855,-0.037172087,-0.036912645,0.058767354,-0.017475434,-0.039660554,0.013591252,0.050148299,0.019752314,0.015828446,-0.060999539,-0.035661246,-0.02938563,0.085931533,-0.039635726,0.071156178,0.053640204,0.0221916,0.045076044,-0.003554812,-0.090744955,-0.001441336,-0.000721792,-0.001901632,0.010521715,0.094055227,0.047877645,0.093293074,0.033038386,0.094045373,0.003279206,0.11081863,0.202725501
